Time_Stamp,Lat,Lng,Velocity
2024-02-18 10:00:00.000,37.7749,-122.4194,71.20894231586723
2024-02-18 10:00:00.100,37.775879626542185,-122.40325681893964,64.71949565904205
2024-02-18 10:00:00.200,37.77685925308436,-122.3871136378793,69.85200161875059
2024-02-18 10:00:00.300,37.77783887962654,-122.37097045681894,36.67609015559734
2024-02-18 10:00:00.400,37.778818506168726,-122.35482727575858,58.581284300178055
2024-02-18 10:00:00.500,37.77979813271091,-122.33868409469822,78.92806430076482
2024-02-18 10:00:00.600,37.780777759253084,-122.32254091363788,44.83370945139916
2024-02-18 10:00:00.700,37.78175738579527,-122.30639773257752,64.69593474502047
2024-02-18 10:00:00.800,37.78273701233745,-122.29025455151717,38.813818436018636
2024-02-18 10:00:00.900,37.78371663887963,-122.27411137045681,66.00399347661818
2024-02-18 10:00:01.000,37.78469626542181,-122.25796818939646,64.49387643975274
2024-02-18 10:00:01.100,37.78567589196399,-122.24182500833611,65.28104344685985
2024-02-18 10:00:01.200,37.78665551850617,-122.22568182727575,72.24332855910254
2024-02-18 10:00:01.300,37.78763514504835,-122.2095386462154,35.8215839026504
2024-02-18 10:00:01.400,37.78861477159053,-122.19339546515505,51.95303254670293
2024-02-18 10:00:01.500,37.789594398132714,-122.17725228409469,43.30053099311739
2024-02-18 10:00:01.600,37.790574024674896,-122.16110910303433,57.17997250467049
2024-02-18 10:00:01.700,37.79155365121707,-122.14496592197399,73.4095709696445
2024-02-18 10:00:01.800,37.792533277759254,-122.12882274091363,65.64055213143152
2024-02-18 10:00:01.900,37.79351290430144,-122.11267955985328,45.88927038888793
2024-02-18 10:00:02.000,37.79449253084362,-122.09653637879293,64.46121334363556
2024-02-18 10:00:02.100,37.795472157385795,-122.08039319773258,70.53829866104246
2024-02-18 10:00:02.200,37.79645178392798,-122.06425001667222,67.19780268130893
2024-02-18 10:00:02.300,37.79743141047016,-122.04810683561186,59.9685161194788
2024-02-18 10:00:02.400,37.79841103701234,-122.03196365455152,57.84127767463746
2024-02-18 10:00:02.500,37.79939066355452,-122.01582047349116,43.38675613589838
2024-02-18 10:00:02.600,37.8003702900967,-121.9996772924308,56.02838410411189
2024-02-18 10:00:02.700,37.801349916638884,-121.98353411137045,43.35540840451085
