Time_Stamp,Lat,Lng,Velocity
2024-02-18 10:00:00.000,41.8781,-87.6298,101.25908882206822
2024-02-18 10:00:00.100,41.87825115038346,-87.62827149049683,102.79645624460547
2024-02-18 10:00:00.200,41.87840230076693,-87.62674298099367,99.42521095087437
2024-02-18 10:00:00.300,41.87855345115039,-87.6252144714905,89.30486427010369
2024-02-18 10:00:00.400,41.87870460153385,-87.62368596198733,110.49476842403482
2024-02-18 10:00:00.500,41.87885575191731,-87.62215745248416,100.63240398296583
2024-02-18 10:00:00.600,41.87900690230077,-87.620628942981,109.75630709765653
2024-02-18 10:00:00.700,41.87915805268423,-87.61910043347783,119.99334393485337
2024-02-18 10:00:00.800,41.87930920306769,-87.61757192397467,110.09116757026553
2024-02-18 10:00:00.900,41.87946035345115,-87.61604341447149,94.36875605946139
2024-02-18 10:00:01.000,41.87961150383462,-87.61451490496833,93.6421729631326
2024-02-18 10:00:01.100,41.87976265421808,-87.61298639546516,97.20140084806616
2024-02-18 10:00:01.200,41.879913804601536,-87.611457885962,108.08615617753962
2024-02-18 10:00:01.300,41.880064954984995,-87.60992937645882,97.6422599200652
2024-02-18 10:00:01.400,41.88021610536846,-87.60840086695565,101.08943233036888
2024-02-18 10:00:01.500,41.88036725575192,-87.60687235745249,101.69606654777132
2024-02-18 10:00:01.600,41.88051840613538,-87.60534384794931,100.65459023466556
2024-02-18 10:00:01.700,41.880669556518846,-87.60381533844615,100.65383634325508
2024-02-18 10:00:01.800,41.880820706902306,-87.60228682894298,120.82506869651826
2024-02-18 10:00:01.900,41.880971857285765,-87.60075831943982,102.10979598816259
2024-02-18 10:00:02.000,41.881123007669224,-87.59922980993665,103.32222942277573
2024-02-18 10:00:02.100,41.88127415805269,-87.59770130043349,107.01673472617173
2024-02-18 10:00:02.200,41.88142530843615,-87.59617279093031,92.6143189098363
2024-02-18 10:00:02.300,41.88157645881961,-87.59464428142715,110.17407864170755
2024-02-18 10:00:02.400,41.88172760920307,-87.59311577192398,83.28596798626378
2024-02-18 10:00:02.500,41.881878759586534,-87.59158726242082,107.7553612730962
2024-02-18 10:00:02.600,,,
2024-02-18 10:00:02.700,41.88218106035345,-87.58853024341447,93.63604895885156
2024-02-18 10:00:02.800,41.88233221073691,-87.58700173391131,90.73948129493215
2024-02-18 10:00:02.900,41.88248336112038,-87.58547322440813,98.10438189577818
2024-02-18 10:00:03.000,41.88263451150384,-87.58394471490497,95.51720436438478
2024-02-18 10:00:03.100,41.8827856618873,-87.5824162054018,96.20722091782672
2024-02-18 10:00:03.200,41.88293681227076,-87.58088769589864,117.9025653281416
2024-02-18 10:00:03.300,41.88308796265422,-87.57935918639546,107.76617383338012
2024-02-18 10:00:03.400,41.88323911303768,-87.5778306768923,109.06773831223762
2024-02-18 10:00:03.500,41.88339026342114,-87.57630216738913,91.34277909674363
2024-02-18 10:00:03.600,41.88354141380461,-87.57477365788597,103.31563536814264
2024-02-18 10:00:03.700,41.88369256418807,-87.5732451483828,111.49821053627893
2024-02-18 10:00:03.800,41.883843714571526,-87.57171663887964,110.38305557096582
2024-02-18 10:00:03.900,41.883994864954985,-87.57018812937646,100.82487235897634
2024-02-18 10:00:04.000,41.88414601533845,-87.56865961987329,108.66908752707802
2024-02-18 10:00:04.100,41.88429716572191,-87.56713111037013,102.55349451568938
2024-02-18 10:00:04.200,41.88444831610537,-87.56560260086695,106.29238289570232
2024-02-18 10:00:04.300,41.88459946648883,-87.56407409136379,113.58223193255348
2024-02-18 10:00:04.400,41.884750616872296,-87.56254558186062,118.42895434991013
2024-02-18 10:00:04.500,41.884901767255755,-87.56101707235746,84.75944149038403
2024-02-18 10:00:04.600,41.885052917639214,-87.55948856285428,93.8923430673377
2024-02-18 10:00:04.700,41.88520406802268,-87.55796005335112,99.34035310082042
2024-02-18 10:00:04.800,41.88535521840614,-87.55643154384795,100.23536818339187
2024-02-18 10:00:04.900,41.8855063687896,-87.55490303434479,97.55102996154783
2024-02-18 10:00:05.000,41.88565751917306,-87.55337452484162,107.69570825269722
2024-02-18 10:00:05.100,41.885808669556525,-87.55184601533846,92.37619028080508
2024-02-18 10:00:05.200,41.885959819939984,-87.55031750583528,100.5479262380771
